Y,X,F3,F4,P7,FC6,F7,F8,T7,P8,FC5,AF4,T8,02,01,AF3,state
-33,63,-4185,7266,4315,-4046,5553,-6527,1083,-1653,-2862,1484,7692,4330,7234,2290,disgust
56,-18,2270,-2759,-3476,6970,3339,1540,-7430,2374,3509,-6443,-3258,7404,-370,-649,disgust
56,-18,2270,-2759,-3476,6970,3339,1540,-7430,2374,3509,-6443,-3258,7404,-370,-649,disgust
-105,120,4330,-702,-4216,3387,-1337,1351,-7923,357,4735,-132,7586,1974,-3333,-5256,disgust
-105,120,4330,-702,-4216,3387,-1337,1351,-7923,357,4735,-132,7586,1974,-3333,-5256,disgust
-100,7,-4178,-186,-1739,-5756,4069,7117,128,-2849,906,-1008,-5160,-4122,-4660,4954,disgust
-100,7,-4178,-186,-1739,-5756,4069,7117,128,-2849,906,-1008,-5160,-4122,-4660,4954,disgust
-42,112,-1878,-7606,-2965,5658,-373,-1721,-3730,6302,4575,2602,-7259,4491,2871,629,disgust
-42,112,-1878,-7606,-2965,5658,-373,-1721,-3730,6302,4575,2602,-7259,4491,2871,629,disgust
-101,-35,3977,-6008,8055,1631,-7594,7706,-5269,-6858,-5986,-159,-1908,-4508,595,4707,disgust
-101,-35,3977,-6008,8055,1631,-7594,7706,-5269,-6858,-5986,-159,-1908,-4508,595,4707,disgust
4,-93,3636,3773,-4772,-3675,-7730,-582,-3992,4576,5893,760,-3159,2957,1393,-6034,disgust
4,-93,3636,3773,-4772,-3675,-7730,-582,-3992,4576,5893,760,-3159,2957,1393,-6034,disgust
-8,118,4690,-2851,-373,-5659,4454,7156,918,7502,-5418,4317,635,7170,-5740,-7083,disgust
-8,118,4690,-2851,-373,-5659,4454,7156,918,7502,-5418,4317,635,7170,-5740,-7083,disgust
-49,-79,-3305,3022,3661,-2022,7239,6538,-3861,6924,973,4596,2505,-2950,4843,6430,disgust
-49,-79,-3305,3022,3661,-2022,7239,6538,-3861,6924,973,4596,2505,-2950,4843,6430,disgust
63,-105,-383,-4802,-3288,6786,-6556,-187,8089,6412,-4088,7237,-4156,2831,-2276,6499,disgust
63,-105,-383,-4802,-3288,6786,-6556,-187,8089,6412,-4088,7237,-4156,2831,-2276,6499,disgust
125,130,1235,3231,-7547,-3581,-6763,5817,-3055,-8036,612,-1351,-2816,-3689,1568,635,disgust
